timestamp,can_id,dlc,data_hex,valid,soc,current,gear,motor_active,accelerator,brake,cap_voltage,speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request
1753350316.999674226,0x155,8,07 97 CE 54 8E A0 00 71,1,91,-0.5,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.050611146,0x155,8,07 97 CE 54 8E A0 00 71,1,91,-0.5,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.101609790,0x155,8,07 97 CE 54 8E A0 00 71,1,91,-0.5,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.153040827,0x155,8,07 97 CE 54 8E A0 00 71,1,91,-0.5,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.203731363,0x19F,8,FF FF 7D 0F 38 FF 40 FE,1,0,0.0,Unknown,0,0,0,0.0,1.7,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.254715996,0x19F,8,FF FF 7D 0F 38 FF 40 FE,1,0,0.0,Unknown,0,0,0,0.0,1.7,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.305726828,0x19F,8,FF FF 7D 0F 38 FF 40 FE,1,0,0.0,Unknown,0,0,0,0.0,1.7,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.356783083,0x423,8,03 2D FF FF 00 E0 00 E4,0,0,0.0,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.407795843,0x155,8,07 97 CD 54 8E A0 00 71,1,91,-0.8,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.458813604,0x423,8,03 2D FF FF 00 E0 00 E4,0,0,0.0,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.509736406,0x155,8,07 97 CE 54 8E A0 00 71,1,91,-0.5,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
1753350317.560680825,0x423,8,03 2D FF FF 00 E0 00 E4,0,0,0.0,Unknown,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0x00,0,0.0
