timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid
1754474361.867732804,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,0.000000,0.000000,0.0,0.0,0,0
1754474366.896824332,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986187,-6.724866,124.8,0.1,0,10
1754474371.913982336,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986195,-6.724866,123.4,0.0,0,10
1754474376.913872437,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986195,-6.724864,123.0,0.1,0,10
1754474381.885144199,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986202,-6.724864,121.3,0.1,0,10
1754474386.990590338,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986202,-6.724864,121.3,0.1,0,10
1754474391.236328894,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986210,-6.724864,120.6,0.1,0,10
1754474397.030910363,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986221,-6.724864,120.1,0.1,0,10
1754474402.063627841,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986229,-6.724862,119.3,0.1,0,10
1754474407.053842584,0,0.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986229,-6.724861,119.0,0.3,0,11
1754474412.084679136,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986237,-6.724856,117.9,0.0,0,11
1754474417.160023930,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986237,-6.724847,117.3,0.1,0,11
1754474421.827563400,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986233,-6.724838,117.2,0.0,0,11
1754474427.206656673,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986229,-6.724834,118.0,0.1,0,11
1754474432.235706258,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986229,-6.724834,118.4,0.1,0,11
1754474437.259695740,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986221,-6.724835,119.7,0.0,0,11
1754474442.300721397,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986217,-6.724837,121.6,0.0,0,11
1754474447.318333456,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986214,-6.724839,123.3,0.0,0,11
1754474452.362039062,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,57.5,4.4,0x2A,0,0.0,33.986214,-6.724839,124.0,0.0,0,11
1754474457.390026797,73,-1.2,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986214,-6.724841,125.1,0.0,0,11
1754474462.415755267,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986214,-6.724842,126.0,0.1,0,11
1754474467.420081376,73,-1.0,Neutral,1,0,0,56.5,-0.0,3581.4,28,0.0,0.0,0x00,0,0.0,33.986214,-6.724843,126.4,0.0,0,11
