timestamp,can_id,dlc,data_hex,data_bytes,gps_lat,gps_lon,gps_alt,gps_speed,gps_valid
1754477493.768322974,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.779450057,59B,8,20 00 64 00 40 33 00 90,20 00 64 00 40 33 00 90,33.986176,-6.724902,138.2,0.1,11
1754477493.790241664,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.801298277,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.812465204,196,8,00 FF E7 7F 70 65 0B 00,00 FF E7 7F 70 65 0B 00,33.986176,-6.724902,138.2,0.1,11
1754477493.823156498,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.834513064,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.845676137,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.860513185,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.867588004,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.878782224,59B,8,20 00 64 00 40 33 00 90,20 00 64 00 40 33 00 90,33.986176,-6.724902,138.2,0.1,11
1754477493.889277680,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.900878053,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.911779507,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.922305276,196,8,00 FF E7 7F 70 65 0B 00,00 FF E7 7F 70 65 0B 00,33.986176,-6.724902,138.2,0.1,11
1754477493.933675905,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.944471575,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.955684493,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.966243597,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477493.977310314,59B,8,20 00 64 00 40 33 00 90,20 00 64 00 40 33 00 90,33.986176,-6.724902,138.2,0.1,11
1754477493.988599795,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477493.999249525,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.010467339,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.021624735,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.032817652,196,8,00 FF E7 7F 70 65 0B 00,00 FF E7 7F 70 65 0B 00,33.986176,-6.724902,138.2,0.1,11
1754477494.043826556,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.054268521,5D7,7,00 00 00 57 87 70 00,00 00 00 57 87 70 00,33.986176,-6.724902,138.2,0.1,11
1754477494.065566805,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.076755608,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.087688416,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.098443304,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.109273871,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.120309286,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.131422827,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.142130370,196,8,00 FF E7 7F 70 65 0B 00,00 FF E7 7F 70 65 0B 00,33.986176,-6.724902,138.2,0.1,11
1754477494.154005019,5D7,7,00 00 00 57 87 70 00,00 00 00 57 87 70 00,33.986176,-6.724902,138.2,0.1,11
1754477494.164161302,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.175124684,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.186193641,155,8,07 97 CD 54 64 A8 00 6E,07 97 CD 54 64 A8 00 6E,33.986176,-6.724902,138.2,0.1,11
1754477494.197261712,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.208318689,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
1754477494.219330041,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986176,-6.724902,138.2,0.1,11
