timestamp,can_id,dlc,data_hex,data_bytes,gps_lat,gps_lon,gps_alt,gps_speed,gps_valid
1756393322.970990619,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393322.981576648,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393322.993491817,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.004162276,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.015029040,59B,8,20 00 64 00 40 14 00 90,20 00 64 00 40 14 00 90,33.986111,-6.724832,148.7,0.1,16
1756393323.025881221,196,8,00 FF E7 7F 70 4A 0B 00,00 FF E7 7F 70 4A 0B 00,33.986111,-6.724832,148.7,0.1,16
1756393323.036989344,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.050692931,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.058778498,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.069873652,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.080965004,628,3,00 00 00,00 00 00,33.986111,-6.724832,148.7,0.1,16
1756393323.092202869,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.103024788,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.113761498,59B,8,20 00 64 00 40 14 00 90,20 00 64 00 40 14 00 90,33.986111,-6.724832,148.7,0.1,16
1756393323.124981706,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.135995400,196,8,00 FF E7 7F 70 4A 0B 00,00 FF E7 7F 70 4A 0B 00,33.986111,-6.724832,148.7,0.1,16
1756393323.148302035,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.157962162,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.168964710,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.179948664,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.191220592,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.201968708,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.212973444,59B,8,20 00 64 00 40 14 00 90,20 00 64 00 40 14 00 90,33.986111,-6.724832,148.7,0.1,16
1756393323.223960002,426,7,00 78 01 00 0E 2D 00,00 78 01 00 0E 2D 00,33.986111,-6.724832,148.7,0.1,16
1756393323.235206773,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.245997963,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.256998584,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.267995611,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.279026337,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.289566272,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.300855700,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.312199504,59B,8,20 00 64 00 40 14 00 90,20 00 64 00 40 14 00 90,33.986111,-6.724832,148.7,0.1,16
1756393323.322451205,423,8,03 28 FF FF 00 E0 00 E0,03 28 FF FF 00 E0 00 E0,33.986111,-6.724832,148.7,0.1,16
1756393323.333637298,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.344677295,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.355974432,196,8,00 FF E7 7F 70 4A 0B 00,00 FF E7 7F 70 4A 0B 00,33.986111,-6.724832,148.7,0.1,16
1756393323.366849321,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.377666345,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.388975617,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.400032697,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.411084882,59B,8,20 00 64 00 40 14 00 90,20 00 64 00 40 14 00 90,33.986111,-6.724832,148.7,0.1,16
1756393323.422006386,423,8,03 28 FF FF 00 E0 00 E0,03 28 FF FF 00 E0 00 E0,33.986111,-6.724832,148.7,0.1,16
1756393323.433000497,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.443952002,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.455652480,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.465979859,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.476696256,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.488001361,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.499022347,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.510615323,155,8,07 97 CD 54 62 30 00 6E,07 97 CD 54 62 30 00 6E,33.986111,-6.724832,148.7,0.1,16
1756393323.520714885,5D7,7,00 00 00 58 9E D0 00,00 00 00 58 9E D0 00,33.986111,-6.724832,148.7,0.1,16
1756393323.531976136,69F,4,F3 07 61 80,F3 07 61 80,33.986111,-6.724832,148.7,0.1,16
1756393323.543516559,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.553870084,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.564593252,19F,8,FF FF 7D 0F 38 FF 40 FE,FF FF 7D 0F 38 FF 40 FE,33.986111,-6.724832,148.7,0.1,16
1756393323.576205238,196,8,00 FF E7 7F 70 4A 0B 00,00 FF E7 7F 70 4A 0B 00,33.986111,-6.724832,148.7,0.1,16
