timestamp,latitude,longitude,altitude,speed_kmh,satellites,hdop,datetime,valid
1756392982.988312771,33.986115,-6.724864,143.2,0.0,8,1.13,2025-8-28,15
1756392985.892734081,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.903712879,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.914777199,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.925357552,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.936341610,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.947404471,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.958967186,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.969333628,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392985.980451699,33.986118,-6.724865,143.1,0.0,8,1.13,2025-8-28,15
1756392989.183691525,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183713036,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183725848,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183738401,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183750432,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183785433,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183799652,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183811319,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392989.183823402,33.986118,-6.724868,143.0,0.1,8,1.13,2025-8-28,15
1756392991.895584573,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.906831345,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.917490709,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.928655396,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.940056961,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.950476582,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.961461786,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.973061741,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392991.983952308,33.986118,-6.724869,143.0,0.0,8,0.97,2025-8-28,15
1756392994.898560838,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.909480103,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.921120423,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.931502908,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.942547904,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.953771134,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.964534458,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.975902638,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392994.987076179,33.986118,-6.724870,143.0,0.0,8,0.97,2025-8-28,15
1756392997.896699200,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.908106078,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.918561585,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.929962005,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.940534389,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.951552145,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.963701485,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.973680004,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756392997.984941932,33.986122,-6.724871,143.0,0.0,8,1.13,2025-8-28,15
1756393000.898827636,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.909606638,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.920743720,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.931743351,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.942646054,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.954162205,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.964626201,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.975975370,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393000.986900781,33.986122,-6.724871,143.2,0.1,8,1.13,2025-8-28,15
1756393004.277370664,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277398425,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277412488,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277425300,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277448738,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277464572,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277483999,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277496760,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393004.277518687,33.986118,-6.724870,143.6,0.1,8,1.13,2025-8-28,15
1756393006.892716868,33.986118,-6.724869,143.9,0.0,8,1.13,2025-8-28,15
