timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request
1753795558.001160020,67,-1.0,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795564.019422436,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795569.630347992,67,-1.0,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795576.056882012,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795582.075382521,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795588.041914106,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795594.109950284,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795599.668614290,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795605.736947349,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795612.111086223,67,-2.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795618.178379908,67,-2.8,Reverse,1,0,0,56.0,-1.8,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795624.194908783,67,-2.0,Reverse,1,0,0,56.0,-1.8,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795630.213404244,67,-1.8,Reverse,1,0,1,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795635.872972086,67,-2.5,Drive,1,0,1,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795642.043697703,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795648.112627937,67,-1.2,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795639.443144162,67,-3.5,Neutral,1,0,0,56.0,-1.8,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795659.331481231,67,-3.0,Neutral,1,0,0,56.0,-0.0,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795665.961259555,67,-1.8,Neutral,1,0,0,56.0,-3.6,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795639.443144162,67,-2.0,Neutral,1,0,0,56.0,-3.6,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795678.047926207,67,-1.8,Reverse,1,73,0,55.5,-3.6,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795684.218984878,67,-7.5,Reverse,1,0,1,56.0,5.3,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795690.338385160,66,-4.5,Drive,1,0,0,55.5,8.8,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795696.356324428,66,-18.5,Drive,1,0,0,56.0,3.5,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795702.373678399,66,-26.8,Drive,1,27,0,55.5,8.8,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795705.739132496,66,9.0,Drive,1,0,0,56.0,10.5,3508.6,21,57.5,4.0,0x2A,0,0.0
1753795714.308359480,66,-6.2,Drive,1,44,0,55.5,8.8,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795720.427094305,66,-4.2,Drive,1,35,0,55.5,8.8,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795726.393992550,66,-2.2,Drive,1,0,1,56.0,-0.0,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795732.463873800,66,-2.2,Drive,1,0,1,56.0,-0.0,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795738.482318774,66,-2.2,Drive,1,0,1,55.5,-0.0,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795744.346898898,66,-2.2,Drive,1,0,1,56.0,-0.0,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795750.518139681,66,-1.0,Drive,1,0,0,56.0,1.7,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795756.536807059,66,-12.5,Drive,1,7,0,55.5,7.0,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795762.554998640,66,-6.2,Drive,1,18,0,56.0,5.3,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795768.317202355,66,-21.2,Drive,1,55,0,55.0,15.8,3508.7,21,57.5,4.0,0x2A,0,0.0
1753795772.142543508,66,-14.2,Drive,1,49,0,55.0,19.4,3508.8,21,57.5,4.0,0x2A,0,0.0
1753795780.608694416,66,-11.2,Drive,1,32,0,55.5,17.6,3508.8,21,57.5,4.0,0x2A,0,0.0
1753795786.626570965,66,15.0,Drive,1,0,0,56.0,12.3,3508.8,21,57.5,4.0,0x2A,0,0.0
1753795792.644938055,66,-21.5,Drive,1,69,0,55.5,-0.0,3508.8,21,57.5,4.0,0x2A,0,0.0
1753795798.356737598,66,2.8,Drive,1,49,0,55.5,7.0,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795804.681136470,66,-76.8,Drive,1,53,0,55.0,14.1,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795810.700457121,66,-7.5,Drive,1,26,0,55.5,15.8,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795816.717928010,66,-21.8,Drive,1,0,1,55.5,1.7,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795822.328294880,66,-6.0,Drive,1,93,0,54.5,12.3,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795828.449044103,66,-78.5,Drive,1,60,0,54.5,22.9,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795834.772939655,66,-33.8,Drive,1,51,0,55.0,15.8,3508.9,21,57.5,4.0,0x2A,0,0.0
1753795840.739987150,66,-2.2,Drive,1,21,0,55.5,12.3,3509.0,20,57.5,4.0,0x2A,0,0.0
1753795846.809373132,66,-56.0,Drive,1,54,0,55.0,17.6,3509.0,20,57.5,4.0,0x2A,0,0.0
1753795852.368489318,66,2.2,Drive,1,0,0,55.5,5.3,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795858.488644979,66,-9.2,Drive,1,72,0,55.5,1.7,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795864.863556259,66,-53.0,Drive,1,51,0,55.0,12.3,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795870.780323576,66,13.5,Drive,1,0,0,56.0,10.5,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795876.850498093,65,-36.0,Drive,1,68,0,55.0,5.3,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795882.460898950,65,-1.2,Drive,1,62,0,55.5,3.5,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795888.887050301,65,-2.8,Drive,1,0,1,55.5,-3.6,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795894.905111776,65,-7.0,Drive,1,50,0,55.5,-0.0,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795900.872545596,65,-1.2,Drive,1,43,0,55.5,3.5,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795904.851709446,65,-7.8,Drive,1,28,0,55.5,1.7,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795903.881828973,65,-7.8,Neutral,1,0,1,55.5,-0.0,3509.1,20,57.5,4.0,0x2A,0,0.0
1753795918.723065949,65,-7.8,Neutral,1,0,0,55.5,-0.0,3509.1,20,0.0,0.0,0x00,0,0.0
