timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request
1754306753.763438238,96,-0.5,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306759.730318312,96,-0.8,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306765.800162969,96,-0.8,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306771.817991824,96,-0.8,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306777.836371514,96,-0.8,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306783.854295196,96,-0.8,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306789.820782303,96,5.2,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306795.889788047,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306801.907877068,96,5.2,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306807.875414577,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306813.944418102,96,5.2,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306819.962205624,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306825.979537657,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306831.997573752,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306838.015680460,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306844.034669827,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306850.051804719,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306856.019538427,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306862.088150380,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306868.106271078,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306874.074286462,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306880.142479612,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306886.160396975,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306892.178222080,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306898.196049875,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306904.163176250,96,5.2,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306910.231894218,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306916.250637027,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306907.018960609,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306928.286804907,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306934.304443887,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,0.0,0.0,0x00,0,0.0
1754306940.272380627,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,0.0,0.0,0x00,0,0.0
1754306946.340998789,96,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,0.0,0.0,0x00,0,0.0
1754306952.359055527,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306958.376730674,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306964.394234494,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306970.361509499,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306976.432737861,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
1754306982.448436320,97,5.0,Unknown,0,0,0,0.0,0.0,3581.2,37,57.5,5.8,0x0A,0,0.0
