timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid,is_charging
1755514090.683656158,80,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986233,-6.724913,153.7,0.3,0,11,NO
1755514095.710299689,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986229,-6.724916,153.3,0.2,0,11,NO
1755514100.747515848,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986229,-6.724916,153.2,0.2,0,11,NO
1755514105.765067661,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986233,-6.724918,152.3,0.2,0,11,NO
1755514097.359409153,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986237,-6.724924,150.9,0.1,0,11,NO
1755514115.845235824,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986244,-6.724930,150.0,0.0,0,11,NO
1755514120.789529048,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986252,-6.724937,148.8,0.9,0,11,NO
1755514125.883350801,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986248,-6.724943,148.7,0.5,0,11,NO
1755514130.928181533,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986225,-6.724937,150.7,0.1,0,11,NO
1755514135.960819114,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986210,-6.724937,151.9,0.3,0,11,NO
1755514140.978050444,79,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986183,-6.724933,154.4,0.1,0,11,NO
1755514146.047660371,79,33.0,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986160,-6.724923,156.0,0.1,0,11,YES
1755514151.060872543,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986153,-6.724919,156.8,0.2,0,11,YES
1755514156.081127999,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986141,-6.724917,157.1,0.3,0,11,YES
1755514161.132241561,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986137,-6.724915,157.2,0.1,0,11,YES
1755514166.160426817,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986130,-6.724912,157.9,0.1,0,11,YES
1755514171.197403530,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986122,-6.724908,158.8,0.1,0,11,YES
1755514176.210442699,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,0.0,0.0,0x00,0,0.0,33.986115,-6.724909,159.5,0.1,0,11,YES
1755514181.240990579,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,29,57.5,4.8,0x0A,0,0.0,33.986111,-6.724907,160.0,0.5,0,11,YES
1755514186.265105527,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986103,-6.724905,161.1,0.4,0,11,YES
1755514191.309107736,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986103,-6.724907,161.9,1.0,0,11,YES
1755514196.323513519,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986103,-6.724909,162.2,0.4,0,11,YES
1755514201.363617075,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986099,-6.724914,163.6,0.7,0,11,YES
1755514206.393457195,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986099,-6.724916,164.4,0.4,0,11,YES
1755514211.431215530,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986103,-6.724916,164.4,0.2,0,11,YES
1755514216.455835724,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986115,-6.724920,163.0,0.1,0,11,YES
1755514213.922727108,80,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986126,-6.724918,162.1,0.1,0,11,YES
1755514226.520253161,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986126,-6.724917,161.8,0.5,0,11,YES
1755514227.579537126,80,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986126,-6.724911,161.3,0.3,0,11,YES
1755514236.595272908,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986122,-6.724903,161.2,0.1,0,11,YES
1755514241.607343020,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986118,-6.724899,161.6,0.0,0,11,YES
1755514246.641418581,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.8,0x0A,0,0.0,33.986118,-6.724895,162.3,0.1,0,11,YES
1755514251.664996549,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986118,-6.724891,163.0,0.1,0,11,YES
1755514256.698489565,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986118,-6.724891,162.9,0.1,0,11,YES
1755514261.722778980,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986118,-6.724890,164.3,0.1,0,11,YES
1755514266.747404773,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986115,-6.724888,165.5,0.1,0,11,YES
1755514271.786978814,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986115,-6.724887,166.0,0.0,0,11,YES
1755514276.814313664,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986115,-6.724885,166.8,0.0,0,11,YES
1755514281.853956334,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986115,-6.724885,167.2,0.0,0,11,YES
1755514286.877548109,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986118,-6.724885,167.3,0.0,0,11,YES
1755514291.891133151,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986118,-6.724886,167.7,0.0,0,11,YES
1755514296.914276000,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986118,-6.724889,168.2,0.0,0,11,YES
1755514301.949560473,81,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986122,-6.724891,168.3,0.1,0,11,YES
1755514306.981045763,81,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986122,-6.724890,168.3,0.1,0,11,YES
1755514312.011821686,82,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986122,-6.724892,169.3,0.2,0,11,YES
1755514317.027923477,82,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986122,-6.724891,170.0,0.1,0,11,YES
1755514322.051283287,82,32.5,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986122,-6.724892,170.0,0.2,0,11,YES
1755514327.086195126,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986118,-6.724891,169.3,0.1,0,11,YES
1755514332.114647361,82,32.0,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986118,-6.724889,166.2,0.0,0,11,YES
1755514337.144396013,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986126,-6.724881,166.8,0.0,0,11,YES
1755514342.174554240,82,32.0,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986134,-6.724872,166.1,0.0,0,11,YES
1755514347.197959838,82,32.0,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986134,-6.724872,163.9,0.1,0,11,YES
1755514352.235997545,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986137,-6.724872,163.4,0.0,0,11,YES
1755514357.239937538,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986141,-6.724874,161.6,0.1,0,11,YES
1755514362.295190475,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,0.0,0.0,0x00,0,0.0,33.986145,-6.724878,159.7,0.1,0,11,YES
1755514367.307517833,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986149,-6.724884,158.3,0.1,0,11,YES
1755514372.341134026,82,32.0,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986153,-6.724889,156.6,0.1,0,11,YES
1755514377.368861056,82,32.2,Unknown,0,0,0,0.0,0.0,3599.0,30,57.5,4.9,0x0A,0,0.0,33.986153,-6.724880,158.9,0.1,0,11,YES
