timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid,is_charging
1755519964.901698538,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986267,-6.724963,136.3,0.4,0,13,NO
1755519969.926700016,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986240,-6.724949,135.9,0.1,0,13,NO
1755519974.935662618,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986233,-6.724944,135.6,0.1,0,13,NO
1755519979.990745647,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986225,-6.724943,135.2,0.0,0,13,NO
1755519985.015025120,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,37,0.0,0.0,0x00,0,0.0,33.986221,-6.724940,134.9,0.0,0,13,NO
1755519990.029154953,99,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,36,0.0,0.0,0x00,0,0.0,33.986221,-6.724939,134.8,0.0,0,13,NO
1755519995.086811983,99,9.2,Unknown,0,0,0,0.0,0.0,3599.0,37,0.0,0.0,0x00,0,0.0,33.986221,-6.724940,134.7,0.1,0,13,YES
1755520000.130341374,99,9.2,Unknown,0,0,0,0.0,0.0,3599.0,37,0.0,0.0,0x00,0,0.0,33.986221,-6.724942,135.0,0.0,0,13,YES
1755520005.158426797,99,9.0,Unknown,0,0,0,0.0,0.0,3599.0,37,0.0,0.0,0x00,0,0.0,33.986229,-6.724946,134.9,0.1,0,13,YES
1755520010.182325932,99,9.0,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986233,-6.724949,134.8,0.0,0,13,YES
1755520015.210571872,99,9.0,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986252,-6.724959,134.4,0.5,0,13,YES
1755520020.222831749,99,9.0,Unknown,0,0,0,0.0,0.0,3599.0,37,57.5,5.9,0x0A,0,0.0,33.986275,-6.724968,133.9,0.6,0,13,YES
