timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid
1755082878.928776839,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986172,-6.724885,156.1,0.0,0,12
1755082884.025143631,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986168,-6.724879,155.1,0.1,0,12
1755082889.047439813,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986164,-6.724874,154.4,0.2,0,12
1755082894.121589013,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986156,-6.724870,154.8,0.1,0,12
1755082899.145742996,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986156,-6.724868,154.8,0.9,0,12
1755082904.197816967,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986156,-6.724868,154.4,0.1,0,12
1755082909.245880300,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986164,-6.724869,153.8,0.1,0,12
1755082913.767823097,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986164,-6.724869,153.8,0.1,0,12
1755082919.305908906,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986195,-6.724895,151.8,0.1,0,12
1755082924.374893692,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986198,-6.724895,151.1,0.1,0,12
1755082929.403805175,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986198,-6.724894,150.3,0.4,0,12
1755082934.457724058,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986210,-6.724894,149.4,0.4,0,12
1755082939.519663265,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986206,-6.724886,148.2,0.1,0,12
1755082944.574584837,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986198,-6.724873,148.0,0.5,0,12
1755082949.618468105,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986183,-6.724853,148.7,0.3,0,12
1755082954.685361901,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986172,-6.724844,150.8,0.2,0,12
1755082959.752276030,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986160,-6.724838,152.9,0.7,0,12
1755082964.720144227,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986153,-6.724830,153.7,0.0,0,12
1755082969.720912652,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986137,-6.724813,155.2,0.4,0,12
1755082974.760770169,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986126,-6.724806,156.7,0.3,0,12
1755082979.735650108,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986122,-6.724802,158.0,0.3,0,12
1755082984.962537475,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986118,-6.724798,159.0,0.3,0,12
1755082989.996424317,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986122,-6.724800,158.5,0.1,0,12
1755082995.063221225,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986126,-6.724803,157.8,0.2,0,12
1755083000.170122348,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986134,-6.724813,157.3,0.2,0,12
1755083005.214946675,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986141,-6.724822,157.5,0.1,0,12
1755083010.226764383,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986141,-6.724824,157.7,0.1,0,12
1755083015.348634657,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986149,-6.724829,158.0,0.2,0,12
1755083020.404454809,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986153,-6.724835,158.1,0.0,0,12
1755083025.449288818,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986156,-6.724837,158.1,0.0,0,12
1755083030.483090471,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986149,-6.724841,159.5,0.2,0,12
1755083035.439973005,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986145,-6.724844,161.2,0.1,0,12
1755083040.561817960,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986141,-6.724845,162.2,0.1,0,12
1755083045.628642189,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986141,-6.724854,163.2,0.3,0,12
1755083050.673433584,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986118,-6.724866,165.8,0.6,0,12
1755083055.706308520,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986099,-6.724876,168.2,0.5,0,12
1755083060.764517996,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,57.5,5.9,0x0A,0,0.0,33.986088,-6.724879,169.4,0.5,0,12
1755083065.794028647,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986088,-6.724884,168.6,0.3,0,12
1755083070.815823304,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986084,-6.724892,168.8,0.3,0,12
1755083075.805460978,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986088,-6.724897,168.4,0.2,0,12
1755083080.810812733,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986095,-6.724906,167.3,0.1,0,12
1755083085.970677180,99,0.0,Unknown,0,0,0,0.0,0.0,3590.4,38,0.0,0.0,0x00,0,0.0,33.986099,-6.724912,166.3,0.1,0,12
