timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid,is_charging
1755518219.655465745,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.4,0x0A,0,0.0,33.986317,-6.725001,147.7,0.1,0,12,NO
1755518224.937471109,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.4,0x0A,0,0.0,33.986317,-6.725003,148.7,0.0,0,12,NO
1755518217.712785654,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.4,0x0A,0,0.0,33.986313,-6.725005,149.3,0.1,0,12,NO
1755518234.985816611,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,0.0,0.0,0x00,0,0.0,33.986309,-6.725005,148.0,0.0,0,12,NO
1755518240.029734375,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,0.0,0.0,0x00,0,0.0,33.986305,-6.725004,147.2,0.1,0,12,NO
1755518245.069963676,91,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,34,0.0,0.0,0x00,0,0.0,33.986301,-6.725003,147.6,0.1,0,12,NO
1755518250.084921259,91,33.5,Unknown,0,0,0,0.0,0.0,3599.0,34,0.0,0.0,0x00,0,0.0,33.986298,-6.725005,147.4,0.0,0,12,YES
1755518255.114396587,91,33.0,Unknown,0,0,0,0.0,0.0,3599.0,34,0.0,0.0,0x00,0,0.0,33.986298,-6.725005,147.1,0.1,0,12,YES
1755518260.158993838,91,32.8,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.5,0x0A,0,0.0,33.986301,-6.725006,146.8,0.1,0,12,YES
1755518265.171476106,91,32.5,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.5,0x0A,0,0.0,33.986301,-6.725007,145.9,0.1,0,12,YES
1755518270.205505690,91,32.2,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.5,0x0A,0,0.0,33.986301,-6.725007,145.5,0.1,0,12,YES
1755518275.239878092,91,32.2,Unknown,0,0,0,0.0,0.0,3599.0,34,57.5,5.5,0x0A,0,0.0,33.986301,-6.725006,144.7,0.1,0,12,YES
