timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid,is_charging
1755514528.207498830,85,32.5,Unknown,0,0,0,0.0,0.0,3599.0,31,57.5,5.1,0x0A,0,0.0,33.986111,-6.724867,179.4,0.1,0,11,YES
1755514533.111195794,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,0.0,0.0,0x00,0,0.0,33.986111,-6.724864,179.3,0.1,0,11,YES
1755514538.252839140,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,0.0,0.0,0x00,0,0.0,33.986111,-6.724866,179.2,0.0,0,11,YES
1755514543.167931886,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,0.0,0.0,0x00,0,0.0,33.986099,-6.724877,179.6,0.2,0,11,YES
1755514548.301667118,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,0.0,0.0,0x00,0,0.0,33.986095,-6.724883,179.9,0.1,0,11,YES
1755514553.211128583,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,57.5,5.1,0x0A,0,0.0,33.986095,-6.724881,179.3,0.0,0,11,YES
1755514558.367806687,85,32.5,Unknown,0,0,0,0.0,0.0,3599.0,31,57.5,5.1,0x0A,0,0.0,33.986103,-6.724873,178.2,0.1,0,11,YES
1755514563.284914164,85,32.5,Unknown,0,0,0,0.0,0.0,3599.0,31,57.5,5.1,0x0A,0,0.0,33.986111,-6.724862,175.4,0.0,0,11,YES
1755514568.430002876,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,31,57.5,5.1,0x0A,0,0.0,33.986111,-6.724860,174.8,0.1,0,11,YES
1755514573.343496365,85,32.5,Unknown,0,0,0,0.0,0.0,3599.0,32,57.5,5.1,0x0A,0,0.0,33.986115,-6.724859,173.7,0.1,0,11,YES
1755514578.475482269,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986115,-6.724867,173.5,0.1,0,11,YES
1755514583.383541888,85,32.2,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986111,-6.724873,174.8,0.1,0,11,YES
1755514588.401547692,85,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986099,-6.724895,178.6,0.7,0,11,NO
1755514593.401488678,86,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986084,-6.724922,182.8,0.4,0,11,NO
1755514598.392831526,86,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986076,-6.724932,184.5,0.3,0,11,NO
1755514603.390886749,86,-0.5,Unknown,0,0,0,0.0,0.0,3599.0,32,0.0,0.0,0x00,0,0.0,33.986069,-6.724942,187.1,0.1,0,11,NO
