timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,motor_speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request,gps_lat,gps_lon,gps_alt,gps_speed,gps_sats,gps_valid
1755102174.669527014,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986187,-6.724927,173.3,0.2,0,17
1755102179.679680531,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986187,-6.724928,172.9,0.1,0,17
1755102184.733638891,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986187,-6.724933,173.4,0.3,0,17
1755102189.752729362,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986187,-6.724935,172.9,0.1,0,17
1755102194.784755020,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986183,-6.724936,172.8,0.1,0,17
1755102199.827558151,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986179,-6.724939,174.1,0.3,0,17
1755102204.837547001,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986176,-6.724936,174.6,0.3,0,17
1755102203.703571911,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986176,-6.724935,174.7,0.1,0,17
1755102214.847404038,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986179,-6.724928,174.6,0.2,0,17
1755102219.869233716,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986191,-6.724940,176.4,0.6,0,17
1755102224.879040612,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986195,-6.724936,175.7,0.3,0,17
1755102230.032991662,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986202,-6.724934,175.6,0.5,0,17
1755102234.811792559,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986206,-6.724928,174.9,0.4,0,17
1755102239.821557064,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986210,-6.724923,174.2,0.1,0,17
1755102245.129387462,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986214,-6.724906,172.7,0.0,0,17
1755102250.150199423,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986214,-6.724898,172.3,0.3,0,17
1755102255.159928138,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986206,-6.724915,174.9,0.2,0,17
1755102259.860626880,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986198,-6.724933,177.1,0.2,0,17
1755102265.234733671,89,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,57.5,5.3,0x2A,0,0.0,33.986198,-6.724939,177.9,0.1,0,17
1755102270.249731293,88,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986198,-6.724943,177.9,0.2,0,17
1755102275.265302405,88,-1.2,Neutral,1,0,0,57.0,-0.0,3594.3,46,0.0,0.0,0x00,0,0.0,33.986198,-6.724951,178.0,0.4,0,17
